date,person ,risk,potential,ben_bet,gabe_bet,ben_line,outcome,money_outcome,over_under,category,settled
11/22/2017,gabe,40,40,wizards,hornets,2.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,cavs,nets,-10.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,trailblazers,76ers,4,L,-40,,nba,yes
11/22/2017,gabe,40,40,hawks,clippers,2.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,raptors,knicks,-4,L,-40,,nba,yes
11/22/2017,gabe,40,40,celtics,heat,-2,L,-40,,nba,yes
11/22/2017,gabe,40,40,timberwolves,magic,-7,L,-40,,nba,yes
11/22/2017,gabe,40,40,thunder,warrors,5.5,W,40,,nba,yes
11/22/2017,gabe,40,40,rockets,nuggets,-10,W,40,,nba,yes
11/22/2017,gabe,40,40,grizzlies,mavs,-5.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,spurs,pelicans,1,L,-40,,nba,yes
11/22/2017,gabe,40,40,bulls,jazz,8.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,bucks,suns,-5.5,L,-40,,nba,yes
11/22/2017,gabe,40,40,lakers,kings,0,L,-40,,nba,yes
11/22/2017,gabe,40,40,ole_miss,miss_state,15,W,40,,cfb,yes
11/22/2017,gabe,40,40,virginia_tech,virginia,-7,W,40,,cfb,yes
11/22/2017,gabe,40,40,arkansas,mizzou,10,W,40,,cfb,yes
11/22/2017,gabe,40,40,houston,navy,-4.5,W,40,,cfb,yes
11/22/2017,gabe,40,40,miami,pitt,-13.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,iowa,nebraska,-3.5,W,40,,cfb,yes
11/22/2017,gabe,40,40,texas_tech,texas,10,W,40,,cfb,yes
11/22/2017,gabe,40,40,ucla,cal,-7,L,-40,,cfb,yes
11/22/2017,gabe,40,40,syracuse,bc,3.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,michigan_state,rutgers,-13.5,W,40,,cfb,yes
11/22/2017,gabe,40,40,michigan,ohio_state,12,W,40,,cfb,yes
11/22/2017,gabe,40,40,unc,nc_state,16.5,W,40,,cfb,yes
11/22/2017,gabe,40,40,duke,wake_forest,12,W,40,,cfb,yes
11/22/2017,gabe,40,40,tennessee,vanderbilt,-1,L,-40,,cfb,yes
11/22/2017,gabe,40,40,louisville,kentucky,-10,W,40,,cfb,yes
11/22/2017,gabe,40,40,georgia_tech,georgia,11,L,-40,,cfb,yes
11/22/2017,gabe,40,40,penn_state,maryland,-22,W,40,,cfb,yes
11/22/2017,gabe,40,40,wisconsin,minnesota,-17,W,40,,cfb,yes
11/22/2017,gabe,40,40,nd,stanford,-2.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,clemson,south_carolina,-14,W,40,,cfb,yes
11/22/2017,gabe,40,40,texas_a&m,lsu,10.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,oklahoma_state,kansas,-41,P,0,,cfb,yes
11/22/2017,gabe,40,40,west_virginia,oklahoma,22.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,oregon_state,oregon,25,L,-40,,cfb,yes
11/22/2017,gabe,40,40,alabama,auburn,-4.5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,florida,fsu,5,L,-40,,cfb,yes
11/22/2017,gabe,40,40,vikings,lions,-3,W,40,,nfl,yes
11/22/2017,gabe,40,40,cowboys,chargers,1.5,L,-40,,nfl,yes
11/22/2017,gabe,40,40,redskins,giants,-7,W,40,,nfl,yes
11/22/2017,gabe,40,40,bengals,browns,-8.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,eagles,bears,-13.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,pats,dolphins,-16.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,bills,chiefs,10,W,40,,nfl,yes
11/22/2017,gabe,40,40,buccs,falcons,9.5,L,-40,,nfl,yes
11/22/2017,gabe,40,40,panthers,jets,-4.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,titans,colts,-3,W,40,,nfl,yes
11/22/2017,gabe,40,40,seahawks,49ers,-6.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,rams,saints,-2.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,cards,jags,4.5,W,40,,nfl,yes
11/22/2017,gabe,40,40,broncos,raiders,5,L,-40,,nfl,yes
11/22/2017,gabe,40,40,steelers,packers,-14,L,-40,,nfl,yes
11/22/2017,gabe,40,40,ravens,texans,-7,P,0,,nfl,yes
11/26/2017,gabe,50,50,florida,duke,2,L,-50,,cbb,yes
11/26/2017,gabe,50,50,over,under,163,W,50,florida_duke,cbb,yes
12/1/2017,gabe,30,30,wizards,pistons,0,W,30,,nba,yes
12/1/2017,gabe,30,30,warriors,magic,-11,W,30,,nba,yes
12/1/2017,gabe,30,30,raptors,pacers,-6.5,L,-30,,nba,yes
12/1/2017,gabe,30,30,thunder,timberwolves,-5.5,L,-30,,nba,yes
12/1/2017,gabe,30,30,grizzlies,spurs,3.5,L,-30,,nba,yes
12/1/2017,gabe,30,30,bulls,kings,1,P,0,,nba,yes
12/1/2017,gabe,30,30,heat,hornets,-2,W,30,,nba,yes
12/1/2017,gabe,30,30,pelicans,jazz,-2.5,L,-30,,nba,yes
12/1/2017,gabe,30,30,celtics,suns,-13,L,-30,,nba,yes
12/1/2017,gabe,30,30,mavs,clippers,-5,W,30,,nba,yes
12/1/2017,gabe,30,30,hawks,nets,4.5,W,30,,nba,yes
12/1/2017,gabe,30,30,pistons,76ers,5,P,0,,nba,yes
12/1/2017,gabe,30,30,cavs,grizzlies,-11.5,L,-30,,nba,yes
12/1/2017,gabe,30,30,bucks,kings,-11.5,L,-30,,nba,yes
12/2/2017,gabe,50,50,georgia_southern,coastal_carolina,-3,L,-50,,cfb,yes
12/2/2017,gabe,50,50,troy,arkansas_state,-1,W,50,,cfb,yes
12/2/2017,gabe,50,50,georgia,auburn,-1.5,W,50,,cfb,yes
12/2/2017,gabe,50,50,boise_state,fresno_state,-9.5,L,-50,,cfb,yes
12/2/2017,gabe,50,50,clemson,miami,-10,W,50,,cfb,yes
12/2/2017,gabe,50,50,ohio_state,wisconsin,-4,W,50,,cfb,yes
12/2/2017,gabe,50,50,oklahoma,tcu,-7.5,W,50,,cfb,yes
12/2/2017,gabe,50,50,akron,toledo,19.5,W,50,,cfb,yes
12/3/2017,gabe,40,40,lions,ravens,3,L,-40,,nfl,yes
12/3/2017,gabe,40,40,bears,49ers,-3,L,-40,,nfl,yes
12/3/2017,gabe,40,40,falcons,vikings,-3.5,L,-40,,nfl,yes
12/3/2017,gabe,40,40,bills,pats,7.5,L,-40,,nfl,yes
12/3/2017,gabe,40,40,broncos,dolphins,-1.5,L,-40,,nfl,yes
12/3/2017,gabe,40,40,texans,titans,7,L,-40,,nfl,yes
12/3/2017,gabe,40,40,colts,jags,9.5,L,-40,,nfl,yes
12/3/2017,gabe,40,40,packers,buccs,-3,W,40,,nfl,yes
12/3/2017,gabe,40,40,chiefs,jets,-3.5,L,-40,,nfl,yes
12/3/2017,gabe,40,40,saints,panthers,-5,W,40,,nfl,yes
12/3/2017,gabe,40,40,browns,chargers,13.5,W,40,,nfl,yes
12/3/2017,gabe,40,40,cards,rams,7,L,-40,,nfl,yes
12/3/2017,gabe,40,40,seahawks,eagles,4,W,40,,nfl,yes
12/3/2017,gabe,100,100,steelers,bengals,-4.5,L,-100,,nfl,yes
12/4/2017,gabe,40,40,knicks,pacers,10.5,L,-40,,nba,yes
12/4/2017,gabe,40,40,hornets,magic,-8,W,40,,nba,yes
12/4/2017,gabe,40,40,76ers,suns,-10.5,L,-40,,nba,yes
12/4/2017,gabe,40,40,celtics,bucks,-4.5,W,40,,nba,yes
12/4/2017,gabe,40,40,hawks,nets,-1,L,-40,,nba,yes
12/4/2017,gabe,40,40,cavs,bulls,-9,W,40,,nba,yes
12/4/2017,gabe,40,40,timberwolves,grizzlies,-3,L,-40,,nba,yes
12/4/2017,gabe,40,40,warriors,pelicans,-9.5,W,40,,nba,yes
12/4/2017,gabe,40,40,mavs,nuggets,-2.5,W,40,,nba,yes
12/4/2017,gabe,40,40,spurs,pistons,-3.5,L,-40,,nba,yes
12/4/2017,gabe,40,40,wizards,jazz,4,W,40,,nba,yes
12/4/2017,gabe,50,50,florida,fsu,-9,L,-50,,cbb,yes
12/5/2017,gabe,50,50,suns,raptors,14,W,50,,nba,yes
12/5/2017,gabe,50,50,thunder,jazz,-7.5,L,-50,,nba,yes
12/5/2017,gabe,50,50,wizards,trailblazers,6,W,50,,nba,yes
12/5/2017,gabe,30,30,hawks,magic,-6.5,L,-30,,nba,yes
12/5/2017,gabe,30,30,bulls,pacers,9.5,W,30,,nba,yes
12/5/2017,gabe,30,30,cavs,kings,-12.5,L,-30,,nba,yes
12/5/2017,gabe,30,30,knicks,grizzlies,-2,W,30,,nba,yes
12/5/2017,gabe,30,30,celtics,mavs,-9,L,-30,,nba,yes
12/5/2017,gabe,30,30,pelicans,nuggets,-5,W,30,,nba,yes
12/5/2017,gabe,30,30,warriors,hornets,-5.5,W,30,,nba,yes
12/5/2017,gabe,30,30,bucks,pistons,-4,P,0,,nba,yes
12/5/2017,gabe,30,30,spurs,heat,-7.5,W,30,,nba,yes
12/5/2017,gabe,30,30,clippers,timberwolves,5.5,L,-30,,nba,yes
12/7/2017,gabe,40,40,76ers,lakers,-8,L,-40,,nba,yes
12/7/2017,gabe,40,40,wizards,suns,-7,W,40,,nba,yes
12/7/2017,gabe,40,40,thunder,nets,-6.5,L,-40,,nba,yes
12/7/2017,gabe,40,40,rockets,jazz,-6.5,W,40,,nba,yes
12/7/2017,gabe,40,40,falcons,saints,-2.5,W,40,,nfl,yes
12/10/2017,gabe,40,40,lions,buccs,0,W,40,,nfl,yes
12/10/2017,gabe,40,40,bengals,bears,-6,L,-40,,nfl,yes
12/10/2017,gabe,40,40,bills,colts,-3,W,40,,nfl,yes
12/10/2017,gabe,40,40,seahawks,jags,2.5,L,-40,,nfl,yes
12/10/2017,gabe,40,40,chiefs,raiders,-4.5,W,40,,nfl,yes
12/10/2017,gabe,40,40,panthers,vikings,2.5,W,40,,nfl,yes
12/10/2017,gabe,40,40,packers,browns,-3,W,40,,nfl,yes
12/10/2017,gabe,40,40,texans,49ers,-1.5,L,-40,,nfl,yes
12/10/2017,gabe,40,40,redskins,chargers,6,L,-40,,nfl,yes
12/10/2017,gabe,40,40,broncos,jets,1,W,40,,nfl,yes
12/10/2017,gabe,40,40,titans,cards,-3,L,-40,,nfl,yes
12/10/2017,gabe,40,40,rams,eagles,0,L,-40,,nfl,yes
12/10/2017,gabe,40,40,cowboys,giants,-4,W,40,,nfl,yes
12/10/2017,gabe,80,80,steelers,ravens,7,L,-80,,nfl,yes
12/10/2017,gabe,40,40,pats,dolphins,-11,L,-40,,nfl,yes
12/11/2017,gabe,50,50,celtics,bulls,-6.5,L,-50,,nba,yes
12/11/2017,gabe,50,50,grizzlies,heat,-1,L,-50,,nba,yes
12/11/2017,gabe,50,50,pelicans,rockets,13,W,50,,nba,yes
12/11/2017,gabe,50,50,thunder,hornets,-7,L,-50,,nba,yes
12/11/2017,gabe,50,50,warriors,trailblazers,-10.5,L,-50,,nba,yes
12/11/2017,gabe,50,50,raptors,clippers,-5,L,-50,,nba,yes
12/12/2017,gabe,50,50,hawks,cavs,11.5,W,50,,nba,yes
12/12/2017,gabe,50,50,pistons,nuggets,-6.5,L,-50,,nba,yes
12/12/2017,gabe,50,50,knicks,lakers,-3,W,50,,nba,yes
12/12/2017,gabe,50,50,wizards,nets,-3,L,-50,,nba,yes
12/12/2017,gabe,50,50,timberwolves,76ers,-4.5,L,-50,,nba,yes
12/12/2017,gabe,50,50,spurs,mavs,-6,L,-50,,nba,yes
12/12/2017,gabe,50,50,kings,suns,-4,W,50,,nba,yes
12/24/2017,gabe,30,30,lions,bengals,-3,L,-30,,nfl,yes
12/24/2017,gabe,30,30,jets,chargers,7,P,0,,nfl,yes
12/24/2017,gabe,30,30,rams,titans,-6,L,-30,,nfl,yes
12/24/2017,gabe,30,30,bears,browns,-6,W,30,,nfl,yes
12/24/2017,gabe,30,30,panthers,buccs,-10,L,-30,,nfl,yes
12/24/2017,gabe,30,30,falcons,saints,-5.5,L,-30,,nfl,yes
12/24/2017,gabe,30,30,broncos,redskins,3,L,-30,,nfl,yes
12/24/2017,gabe,30,30,dolphins,chiefs,11,L,-30,,nfl,yes
12/24/2017,gabe,30,30,buffalo,pats,11.5,L,-30,,nfl,yes
12/24/2017,gabe,30,30,jags,49ers,-4,L,-30,,nfl,yes
12/24/2017,gabe,30,30,cards,giants,-3,W,30,,nfl,yes
12/24/2017,gabe,30,30,seahawks,cowboys,4,W,30,,nfl,yes
12/24/2017,gabe,30,30,texans,steelers,9,L,-30,,nfl,yes
12/24/2017,gabe,30,30,raiders,eagles,9,P,0,,nfl,yes
12/24/2017,gabe,30,30,cavs,warrors,5,L,-30,,nfl,yes
12/24/2017,gabe,30,30,wizards,celtics,4.5,W,30,,nba,yes
12/29/2017,gabe,40,40,wizards,rockets,1,W,40,,nba,yes
12/29/2017,gabe,40,40,hawks,raptors,11,L,-40,,nba,yes
12/29/2017,gabe,40,40,bulls,pacers,-2.5,W,40,,nba,yes
12/29/2017,gabe,40,40,thunder,bucks,-8.5,L,-40,,nba,yes
12/29/2017,gabe,40,40,pelicans,mavs,-6.5,L,-40,,nba,yes
12/29/2017,gabe,40,40,heat,nets,-6.5,L,-40,,nba,yes
12/29/2017,gabe,40,40,kings,suns,-2.5,L,-40,,nba,yes
12/29/2017,gabe,40,40,lakers,clippers,2.5,L,-40,,nba,yes
12/29/2017,gabe,40,40,hornets,warrors,10.5,W,40,,nba,yes
1/1/2018,gabe,40,40,nets,magic,-1.5,W,40,,nba,yes
1/1/2018,gabe,40,40,raptors,bucks,-6,L,-40,,nba,yes
1/1/2018,gabe,40,40,lakers,timberwolves,10.5,L,-40,,nba,yes
1/1/2018,gabe,40,40,bulls,trailblazers,1,L,-40,,nba,yes
1/1/2018,gabe,40,40,south_carolina,michigan,9,W,40,,cfb,yes
1/1/2018,gabe,40,40,ucf,auburn,12,W,40,,cfb,yes
1/1/2018,gabe,40,40,notre_dame,lsu,3,W,40,,cfb,yes
1/1/2018,gabe,40,40,georgia,oklahoma,-3,W,40,,cfb,yes
1/1/2018,gabe,40,40,alabama,clemson,-3,W,40,,cfb,yes
1/2/2018,gabe,40,40,cavs,trailblazers,-8.5,W,40,,nba,yes
1/2/2018,gabe,40,40,spurs,knicks,-5,W,40,,nba,yes
1/2/2018,gabe,40,40,suns,hawks,-2,L,-40,,nba,yes
1/2/2018,gabe,40,40,kings,hornets,4,L,-40,,nba,yes
1/2/2018,gabe,40,40,clippers,grizzlies,-5.5,W,40,,nba,yes
1/3/2018,gabe,40,40,knicks,wizards,8.5,L,-40,,nba,yes
1/3/2018,gabe,40,40,magic,rockets,8,L,-40,,nba,yes
1/3/2018,gabe,40,40,nets,timberwolves,6.5,W,40,,nba,yes
1/3/2018,gabe,40,40,heat,pistons,-3,W,40,,nba,yes
1/3/2018,gabe,40,40,bucks,pacers,-7.5,W,40,,nba,yes
1/3/2018,gabe,40,40,raptors,bulls,-5,W,40,,nba,yes
1/3/2018,gabe,40,40,warriors,mavs,-7,L,-40,,nba,yes
1/3/2018,gabe,40,40,suns,nuggets,11,L,-40,,nba,yes
1/3/2018,gabe,40,40,pelicans,jazz,1.5,W,40,,nba,yes
1/3/2018,gabe,50,50,chiefs,titans,-8,L,-40,,nfl,yes
1/3/2018,gabe,50,50,falcons,rams,6.5,W,40,,nfl,yes
1/3/2018,gabe,50,50,jags,bills,-8,L,-50,,nfl,yes
1/3/2018,gabe,50,50,saints,panthers,-7,L,-50,,nfl,yes
1/4/2018,gabe,50,50,warriors,rockets,-4,W,50,,nba,yes
1/4/2018,gabe,50,50,thunder,clippers,-1,W,50,,nba,yes
1/5/2018,gabe,40,40,heat,knicks,-5.5,L,-40,,nba,yes
1/5/2018,gabe,40,40,76ers,pistons,-5,W,40,,nba,yes
1/5/2018,gabe,40,40,celtics,timberwolves,-3,W,40,,nba,yes
1/5/2018,gabe,40,40,bucks,raptors,-1,L,-40,,nba,yes
1/5/2018,gabe,40,40,bulls,mavs,4,W,40,,nba,yes
1/5/2018,gabe,40,40,spurs,suns,-12.5,W,40,,nba,yes
1/5/2018,gabe,40,40,nuggets,jazz,-6.5,W,40,,nba,yes
1/5/2018,gabe,40,40,wizards,grizzlies,-4.5,L,-40,,nba,yes
1/5/2018,gabe,40,40,hawks,trailblazers,7,L,-40,,nba,yes
1/5/2018,gabe,40,40,hornets,lakers,-2,W,40,,nba,yes
1/7/2018,gabe,40,40,knicks,mavs,5,W,40,,nba,yes
1/7/2018,gabe,40,40,thunder,suns,-8.5,L,-40,,nba,yes
1/7/2018,gabe,40,40,spurs,trailblazers,2.5,W,40,,nba,yes
1/7/2018,gabe,40,40,lakers,hawks,-3,W,40,,nba,yes
1/8/2018,gabe,50,50,alabama,georgia,-4,L,-50,,cfb,yes
1/8/2018,gabe,50,50,under,over,44,L,-50,,cfb,yes
1/8/2018,gabe,40,40,bucks,pacers,1.5,L,-40,,nba,yes
1/8/2018,gabe,40,40,nets,raptors,7,W,40,,nba,yes
1/8/2018,gabe,40,40,cavs,timberwolves,-1,L,-40,,nba,yes
1/8/2018,gabe,40,40,rockets,bulls,-5.5,W,40,,nba,yes
1/8/2018,gabe,40,40,pelicans,pistons,-5.5,L,-40,,nba,yes
1/8/2018,gabe,40,40,kings,spurs,5.5,L,-40,,nba,yes
1/8/2018,gabe,40,40,hawks,clippers,5,W,40,,nba,yes
1/8/2018,gabe,40,40,warriors,nuggets,-10.5,L,-40,,nba,yes
1/9/2018,gabe,40,40,raptors,heat,-4.5,L,-40,,nba,yes
1/9/2018,gabe,40,40,trailblazers,thunder,8,W,40,,nba,yes
1/9/2018,gabe,40,40,magic,mavs,7,L,-40,,nba,yes
1/9/2018,gabe,40,40,kings,lakers,6.5,L,-40,,nba,yes
1/10/2018,gabe,40,40,cavs,raptors,16.5,L,-40,cavs_raptors,nba,yes
1/12/2018,gabe,50,50,falcons,eagles,-2.5,L,-50,,nfl,yes
1/12/2018,gabe,50,50,over,under,40,W,50,falcons_eagles,nfl,yes
1/12/2018,gabe,50,50,titans,pats,13.5,L,-50,,nfl,yes
1/12/2018,gabe,50,50,jags,steelers,7,W,50,,nfl,yes
1/12/2018,gabe,50,50,vikings,saints,-5.5,L,-50,,nfl,yes
1/12/2018,gabe,50,50,under,over,41,L,-50,jags_steelers,nfl,yes
1/16/2018,gabe,40,50,vikings,eagles,-3.5,L,-50,,nfl,yes
1/16/2018,gabe,40,40,over,under,38,W,50,vikings_eagels,nfl,yes
1/16/2018,gabe,40,40,jags,pats,9,W,50,,nfl,yes
1/16/2018,gabe,40,40,over,under,46.5,L,-50,jags_pats,nfl,yes
1/16/2018,gabe,40,40,magic,timberwolves,8.5,W,40,,nba,yes
1/16/2018,gabe,40,40,under,over,217.5,W,40,magic_timberwolves,nba,yes
1/16/2018,gabe,40,40,celtics,pelicans,-5,L,-40,,nba,yes
1/16/2018,gabe,40,40,over,under,214.5,W,40,celtics_pelicans,nba,yes
1/16/2018,gabe,40,40,nuggets,mavs,-6,L,-40,,nba,yes
1/16/2018,gabe,40,40,under,over,210,W,40,nuggets_mavs,nba,yes
1/16/2018,gabe,40,40,trailblazers,suns,-11,L,-40,,nba,yes
1/16/2018,gabe,40,40,under,over,217,L,-40,trailblazers_suns,nba,yes
1/17/2018,gabe,40,40,wizards,hornets,1.5,L,-40,,nba,yes
1/17/2018,gabe,40,40,over,under,215,W,40,wizards_hornets,nba,yes
1/17/2018,gabe,40,40,raptors,pistons,-8,L,-40,,nba,yes
1/17/2018,gabe,40,40,under,over,212.5,W,40,raptors_pistons,nba,yes
1/17/2018,gabe,40,40,spurs,nets,-5,P,0,,nba,yes
1/17/2018,gabe,40,40,over,under,205.5,L,-40,spurs_nets,nba,yes
1/17/2018,gabe,40,40,pelicans,hawks,-2.5,L,-40,,nba,yes
1/17/2018,gabe,40,40,under,over,221.5,W,40,pelicans_hawks,nba,yes
1/17/2018,gabe,40,40,bucks,heat,-4,L,-40,,nba,yes
1/17/2018,gabe,40,40,over,under,202,W,40,bucks_heat,nba,yes
1/17/2018,gabe,40,40,grizzlies,knicks,1.5,W,40,,nba,yes
1/17/2018,gabe,40,40,under,over,202.5,L,-40,grizzlies_knicks,nba,yes
1/17/2018,gabe,40,40,bulls,warrors,8.5,W,40,,nba,yes
1/17/2018,gabe,40,40,under,over,232.5,W,40,bulls_warriors,nba,yes
1/17/2018,gabe,40,40,lakers,thunder,9.5,L,-40,,nba,yes
1/17/2018,gabe,40,40,under,over,216.5,W,40,lakers_thunder,nba,yes
1/17/2018,gabe,40,40,jazz,kings,-4,W,40,,nba,yes
1/17/2018,gabe,40,40,over,under,203.5,W,40,jazz_kings,nba,yes
1/17/2018,gabe,40,40,nuggets,clippers,3.5,L,-40,,nba,yes
1/17/2018,gabe,40,40,under,over,221.5,W,40,nuggets_clippers,nba,yes
1/18/2018,gabe,50,50,cavs,magic,-11,L,-50,,nba,yes
1/18/2018,gabe,50,50,under,over,226,W,50,cavs_magic,nba,yes
1/18/2018,gabe,50,50,celtics,76ers,-4,L,-50,,nba,yes
1/18/2018,gabe,50,50,over,under,211,W,50,celtics_76ers,nba,yes
1/18/2018,gabe,50,50,timberwolves,rockets,5.5,L,-50,,nba,yes
1/18/2018,gabe,50,50,under,over,222,W,50,timberwovles_rockets,nba,yes
1/18/2018,gabe,50,50,trailblazers,pacers,-4.5,W,50,,nba,yes
1/18/2018,gabe,50,50,under,over,213,W,50,trailblazers_pacers,nba,yes
1/19/2018,gabe,50,50,spurs,raptors,5.5,W,50,,nba,yes
1/19/2018,gabe,50,50,under,over,205.5,W,50,spurs_raptors,nba,yes
1/19/2018,gabe,50,50,nets,heat,2.5,W,50,,nba,yes
1/19/2018,gabe,50,50,under,over,208.5,W,50,nets_heat,nba,yes
1/19/2018,gabe,50,50,wizards,pistons,-1,W,50,,nba,yes
1/19/2018,gabe,50,50,over,under,208.5,W,50,wizards_pistons,nba,yes
1/19/2018,gabe,50,50,kings,grizzlies,6,L,-50,,nba,yes
1/19/2018,gabe,50,50,over,under,203,L,-50,kings_grizzlies,nba,yes
1/19/2018,gabe,50,50,nuggets,suns,-9,L,-50,,nba,yes
1/19/2018,gabe,50,50,under,over,219.5,W,50,nuggets_suns,nba,yes
1/19/2018,gabe,50,50,jazz,knicks,-5.5,L,-50,,nba,yes
1/19/2018,gabe,50,50,over,under,203,W,50,jazz_knicks,nba,yes
1/19/2018,gabe,50,50,pacers,lakers,-1.5,L,-50,,nba,yes
1/19/2018,gabe,50,50,under,over,215,W,50,pacers_lakers,nba,yes
1/20/2018,gabe,40,40,cavs,thunder,-3.5,L,-40,,nba,yes
1/20/2018,gabe,40,40,over,under,218,W,40,cavs_thunder,nba,yes
1/20/2018,gabe,40,40,hawks,bulls,-2,L,-40,,nba,yes
1/20/2018,gabe,40,40,under,over,215,W,40,hawks_bulls,nba,yes
1/20/2018,gabe,40,40,pelicans,grizzlies,-9,L,-40,,nba,yes
1/20/2018,gabe,40,40,over,under,212,W,40,pelicans_grizzlies,nba,yes
1/20/2018,gabe,40,40,hornets,heat,-4.5,L,-40,,nba,yes
1/20/2018,gabe,40,40,over,under,204.5,W,40,hornets_heat,nba,yes
1/20/2018,gabe,40,40,bucks,76ers,7,L,-40,,nba,yes
1/20/2018,gabe,40,40,over,under,213,L,-40,bucks_76ers,nba,yes
1/20/2018,gabe,40,40,rockets,warrors,4,W,40,,nba,yes
1/20/2018,gabe,40,40,under,over,234,W,40,rockets_warriors,nba,yes
1/20/2018,gabe,40,40,clippers,jazz,2,L,-40,,nba,yes
1/20/2018,gabe,40,40,under,over,212,W,40,clippers_jazz,nba,yes
1/20/2018,gabe,40,40,timberwolves,raptors,-3.5,W,40,,nba,yes
1/20/2018,gabe,40,40,under,over,215,L,-40,timberwolves_raptors,nba,yes
1/20/2018,gabe,40,40,trailblazers,mavs,-5,W,40,,nba,yes
1/20/2018,gabe,40,40,under,over,208,L,-40,traiblazers_mavs,nba,yes
1/24/2018,gabe,40,40,bulls,76ers,5.5,L,-40,,nba,yes
1/24/2018,gabe,40,40,under,over,218.5,W,40,bulls_76ers,nba,yes
1/24/2018,gabe,40,40,hornets,pelicans,-2,L,-40,,nba,yes
1/24/2018,gabe,40,40,under,over,223.5,W,40,hornets_pelicans,nba,yes
1/24/2018,gabe,40,40,jazz,pistons,2.5,W,40,,nba,yes
1/24/2018,gabe,40,40,over,under,199.5,L,-40,jazz_pistons,nba,yes
1/24/2018,gabe,40,40,pacers,suns,-7.5,W,40,,nba,yes
1/24/2018,gabe,40,40,under,over,216.5,L,-40,pacers_suns,nba,yes
1/24/2018,gabe,40,40,raptors,hawks,-6,W,40,,nba,yes
1/24/2018,gabe,40,40,under,over,214.5,W,40,raptors_hawks,nba,yes
1/24/2018,gabe,40,40,spurs,grizzlies,0,W,40,,nba,yes
1/24/2018,gabe,40,40,over,under,193.5,L,-40,spurs_grizzlies,nba,yes
1/24/2018,gabe,40,40,rockets,mavs,-6.5,W,40,,nba,yes
1/24/2018,gabe,40,40,over,under,218.5,L,-40,rockets_mavs,nba,yes
1/24/2018,gabe,40,40,trailblazers,timberwolves,-2,W,40,,nba,yes
1/24/2018,gabe,40,40,over,under,213.5,W,40,traiblazers_timberwovles,nba,yes
1/24/2018,gabe,40,40,celtics,clippers,1.5,W,40,,nba,yes
1/24/2018,gabe,40,40,under,over,217.5,W,40,celtics_clippers,nba,yes
1/25/2018,gabe,50,50,kings,heat,9.5,W,50,,nba,yes
1/25/2018,gabe,50,50,over,under,201,L,-50,kings_heat,nba,yes
1/25/2018,gabe,50,50,wizards,thunder,5,L,-50,,nba,yes
1/25/2018,gabe,50,50,over,under,214,W,50,wizards_thunder,nba,yes
1/25/2018,gabe,50,50,nuggets,knicks,-5.5,W,50,,nba,yes
1/25/2018,gabe,50,50,under,over,213,L,-50,nuggets_knicks,nba,yes
1/25/2018,gabe,50,50,warriors,timberwolves,-11,W,50,,nba,yes
1/25/2018,gabe,50,50,under,over,227.5,L,-50,warriors_timberwolves,nba,yes
1/26/2018,gabe,40,40,hornets,hawks,-7,W,40,,nba,yes
1/26/2018,gabe,40,40,under,over,210,L,-40,hornets_hawks,nba,yes
1/26/2018,gabe,40,40,pacers,cavs,6,L,-40,,nba,yes
1/26/2018,gabe,40,40,under,over,223.5,W,40,pacers_cavs,nba,yes
1/26/2018,gabe,40,40,jazz,raptors,8,W,40,,nba,yes
1/26/2018,gabe,40,40,under,over,208,W,40,jazz_raptors,nba,yes
1/26/2018,gabe,40,40,rockets,pelicans,-4.5,L,-40,,nba,yes
1/26/2018,gabe,40,40,under,over,227.5,L,-40,rockets_pelicans,nba,yes
1/26/2018,gabe,40,40,nets,bucks,5.5,L,-40,,nba,yes
1/26/2018,gabe,40,40,under,over,212.5,W,40,nets_bucks,nba,yes
1/26/2018,gabe,40,40,clippers,grizzlies,-3,W,40,,nba,yes
1/26/2018,gabe,40,40,over,under,212,L,-40,clippers_grizzlies,nba,yes
1/26/2018,gabe,40,40,lakers,bulls,4,W,40,,nba,yes
1/26/2018,gabe,40,40,under,over,222.5,W,40,lakers_bulls,nba,yes
1/26/2018,gabe,40,40,spurs,76ers,-4,L,-40,,nba,yes
1/26/2018,gabe,40,40,under,over,200,W,40,spurs_76ers,nba,yes
1/26/2018,gabe,40,40,trailblazers,mavs,-1.5,W,40,,nba,yes
1/26/2018,gabe,40,40,under,over,208.5,W,40,trailblazers_mavs,nba,yes
1/26/2018,gabe,40,40,knicks,suns,-1,W,40,,nba,yes
